가다,동대문,따뜻하다,먹다,수제비,오늘,,.
7.513104e-05,0.00012872266,0.0010483233,1.04635865e-05,0.007534648,0.761995,8.6681546e-05,0.22912101
7.209829e-05,0.00012740404,0.0009969872,9.1665315e-06,0.0070346184,0.76334286,8.549588e-05,0.22833136
6.760193e-05,0.00011341499,0.00097642373,8.11458e-06,0.0060620913,0.77567387,7.9358986e-05,0.21701913
7.215185e-05,0.00012387802,0.0011182651,8.707828e-06,0.0058205635,0.78165716,8.429833e-05,0.21111506
7.613461e-05,0.00012008125,0.0010662824,8.02854e-06,0.00574973,0.78124505,8.47301e-05,0.21165
8.3128674e-05,0.00012507067,0.0011240281,7.970469e-06,0.005776099,0.77955633,9.390634e-05,0.21323335
8.1637874e-05,0.00012221053,0.0011989849,8.3550785e-06,0.005746553,0.7807151,0.000102476355,0.21202464
9.3522736e-05,0.00012743265,0.0013552405,8.206774e-06,0.0057208547,0.78737676,0.000105658175,0.20521228
9.378162e-05,0.00014071766,0.0014000968,7.857116e-06,0.0051639625,0.80298424,0.00010657196,0.19010274
0.00010425269,0.00015315342,0.001446898,8.184023e-06,0.004717815,0.8110262,0.00010968255,0.18243378
0.0001065662,0.00016845221,0.0014306508,7.761197e-06,0.0044287406,0.83049273,0.00010623469,0.16325884
8.9744266e-05,0.00015235644,0.0013498194,6.7490223e-06,0.0037587534,0.85228515,9.6700416e-05,0.1422607
9.087723e-05,0.00016450799,0.001601354,7.7337045e-06,0.0037113745,0.86811733,0.00010899622,0.12619781
8.434037e-05,0.00016258132,0.0015993218,7.607772e-06,0.0038031214,0.87181264,0.00010677088,0.122423686
7.317217e-05,0.00015406629,0.0014569708,7.565112e-06,0.0035085129,0.8983952,8.988065e-05,0.096314564
6.210522e-05,0.0001435277,0.0015928036,6.4154583e-06,0.0029406387,0.928715,8.0577185e-05,0.06645898
6.95547e-05,0.0001409463,0.0022322666,6.643937e-06,0.0026454742,0.952874,9.7090626e-05,0.04193399
6.6864086e-05,0.00014583387,0.0028721446,7.064575e-06,0.0021311748,0.96983206,9.9678895e-05,0.024845244
6.692345e-05,0.00016240383,0.004757077,7.1936242e-06,0.001516768,0.97889996,0.00012716722,0.0144624505
7.776056e-05,0.00019534558,0.007576256,8.072708e-06,0.0012743259,0.98067564,0.00015975299,0.010032847
8.059613e-05,0.00022248576,0.0138400635,8.0976615e-06,0.00086177094,0.97918063,0.00016161334,0.00564477
9.743838e-05,0.0003259349,0.03396536,8.342143e-06,0.00065277313,0.9612849,0.00019565973,0.0034697594
0.00010456794,0.0004910395,0.07176353,8.873867e-06,0.0004964756,0.92490846,0.00020906239,0.002017978
9.6011696e-05,0.0006000231,0.12485669,8.915222e-06,0.0003632176,0.87285036,0.00020337816,0.0010212603
8.8751935e-05,0.0008549362,0.19593115,9.7791e-06,0.00028597558,0.8019225,0.00017490842,0.00073206285
7.954064e-05,0.001035848,0.24145053,1.0750396e-05,0.00023841028,0.75647324,0.0001686384,0.0005430267
7.817447e-05,0.0011420998,0.29329517,1.5307241e-05,0.00022460686,0.7046235,0.00016142472,0.00045960216
6.824049e-05,0.0011642652,0.23468633,1.6709535e-05,0.00024375343,0.76324713,0.0001447807,0.0004288095
6.296064e-05,0.0011699409,0.2247928,2.3449169e-05,0.00029300546,0.7730699,0.0001584292,0.0004295068
6.0566523e-05,0.0011143676,0.18664522,2.8256392e-05,0.0003071472,0.8112809,0.00014064314,0.00042283518
6.2217325e-05,0.0010564913,0.16956158,3.4312125e-05,0.00036728938,0.828285,0.00016195903,0.0004710875
6.996169e-05,0.0011104937,0.2195298,7.236296e-05,0.00074805575,0.77749115,0.00024868755,0.00072958507
9.240214e-05,0.0011609655,0.1869475,0.00010988713,0.0013681524,0.8087608,0.0002878439,0.0012723793
0.00011629778,0.0012772861,0.21656618,0.00015961145,0.0018078578,0.7780718,0.00037787933,0.0016230588
0.00016101153,0.0013354685,0.2665719,0.00026474183,0.0023550994,0.726357,0.0005439226,0.0024108593
0.00016443181,0.0011394308,0.19197246,0.0003266,0.003033959,0.79964453,0.00051206537,0.003206511
0.00015873791,0.00076993747,0.10058237,0.00031629435,0.00397281,0.8894096,0.0003851652,0.0044050515
0.0001521374,0.0004540442,0.04110749,0.00026752023,0.004573795,0.94873613,0.00027388468,0.004435011
0.000105746745,0.0002303138,0.015209876,0.00017734176,0.0040317304,0.9765428,0.0001512346,0.0035509914
8.005392e-05,0.00013630051,0.0065231337,0.00014396878,0.004031761,0.98544204,0.00010325905,0.0035395902
6.764164e-05,9.2816044e-05,0.0029883783,0.00010187619,0.004252297,0.9887655,7.517455e-05,0.003656371
5.7083947e-05,6.716262e-05,0.0015823004,7.9782156e-05,0.004825684,0.9891388,5.7886093e-05,0.0041913614
6.4545515e-05,5.2347375e-05,0.0009683845,7.905401e-05,0.00578283,0.9872738,4.672713e-05,0.0057322355
8.817014e-05,5.1816092e-05,0.00082903693,0.00010004935,0.006891703,0.98285425,4.5781035e-05,0.00913928
0.00013184968,6.031869e-05,0.0009878783,0.00011517695,0.0056924145,0.9803079,5.9583326e-05,0.012644937
0.0002027419,6.83381e-05,0.001225202,0.000123211,0.0059466166,0.9734698,7.897755e-05,0.018885093
0.0004814149,0.00010794109,0.0023923228,0.00021635427,0.013703697,0.9489355,0.00015841125,0.034004405
0.0014836,0.00020628993,0.0057945945,0.000462532,0.040460587,0.87599677,0.00046526475,0.07513043
0.0038872252,0.00031539463,0.010106242,0.0007945601,0.07187403,0.7751489,0.0010887326,0.13678494
0.008744574,0.00043175687,0.011912966,0.0012612125,0.08716258,0.6799048,0.0019325778,0.20864949
0.009629607,0.0004434192,0.01270305,0.0014336855,0.0838999,0.6510681,0.002173519,0.23864877
0.010223222,0.0004604042,0.013641476,0.0014546993,0.0736097,0.643995,0.0023869118,0.25422862
0.010391007,0.00047042346,0.01340579,0.0014087807,0.07083785,0.6426497,0.002389805,0.25844666
0.010145614,0.0004599454,0.012799097,0.001320747,0.06782582,0.65167356,0.002253537,0.25352162
0.01011564,0.00044211646,0.012346762,0.0012556929,0.064988285,0.65896845,0.0022362529,0.24964672
0.010489913,0.00044937598,0.012065155,0.001271013,0.062391136,0.6411154,0.0022663756,0.26995155
0.010877664,0.000441565,0.011626368,0.0013058756,0.054903213,0.6253897,0.0022553396,0.2932003
0.010743141,0.00042788926,0.010779939,0.0013181475,0.046835423,0.6097419,0.002200602,0.31795287
0.01006382,0.00038675815,0.009420037,0.0011457157,0.03927916,0.6117104,0.0019924417,0.32600164
0.009455748,0.00036046354,0.00816535,0.0009793814,0.03225865,0.6129514,0.0017463116,0.33408266
0.009031567,0.0003348644,0.0072840294,0.0008587441,0.026321765,0.6147835,0.0015587389,0.33982673
0.008676666,0.00031163884,0.0063626454,0.0007722387,0.021406652,0.5975471,0.0013949818,0.36352798
0.008383191,0.00029210123,0.005965162,0.0006848996,0.018000264,0.58053416,0.0012552375,0.38488492
0.008952321,0.00029009502,0.00597153,0.0006669974,0.016352506,0.5483459,0.0012662476,0.41815436
0.00885377,0.0002846607,0.005863727,0.0006283177,0.015451722,0.53886235,0.0012064972,0.42884892
0.009423992,0.00029047017,0.006135084,0.00064873137,0.015744505,0.5169226,0.0012451609,0.44958955
0.010018801,0.00029839174,0.006457678,0.0006883911,0.016448857,0.48534703,0.0013142152,0.47942662
0.010476865,0.00030548483,0.0066082994,0.00072390254,0.017354162,0.45493707,0.0013696405,0.50822455
0.011848433,0.00032968778,0.0075142216,0.00085748965,0.016829224,0.40859017,0.0015776808,0.55245316
0.01329783,0.00033427658,0.008296256,0.0010715392,0.015373953,0.3301507,0.001870991,0.62960446
0.014886059,0.00035667678,0.00902144,0.0013585946,0.014518214,0.2605256,0.0021560257,0.6971774
0.015440045,0.0003500377,0.009229001,0.0016565998,0.01196572,0.18720523,0.002304242,0.77184916
0.015743773,0.00034018437,0.008974588,0.0018497877,0.010787566,0.15562539,0.0023839807,0.8042947
0.015044003,0.000306883,0.0081665935,0.0018934057,0.010111308,0.12340288,0.0023130064,0.8387619
0.015322095,0.00030838046,0.0078100734,0.001976809,0.010245808,0.11297766,0.0022858577,0.8490733
