,.,가다,동대문,따뜻하다,먹다,수제비,오늘
3.8414417e-08,1.1175827e-07,6.5757314e-07,4.0195873e-09,6.9352365e-07,0.9999846,2.0375067e-08,1.3823212e-05
1.3943594e-08,4.2982812e-08,2.8994882e-07,1.0614462e-09,1.4183539e-07,0.99999785,4.306214e-09,1.7246701e-06
1.0939412e-07,2.0462711e-07,1.6976346e-06,1.2096354e-08,2.646268e-06,0.9999449,7.01122e-08,5.031252e-05
7.049905e-09,1.6528656e-08,8.3403854e-08,3.4432415e-10,3.4826304e-08,0.9999987,2.2031585e-09,1.1588013e-06
2.3980286e-07,3.9324308e-07,2.64742e-06,3.576252e-08,1.0469411e-05,0.99883586,3.789963e-07,0.0011500921
1.7908668e-08,2.8785262e-08,5.101109e-07,4.828589e-10,8.936453e-08,0.99999917,1.6560463e-09,1.9825724e-07
3.508852e-08,5.556961e-08,1.4079964e-06,1.0345428e-09,1.8404839e-07,0.9999981,3.0605316e-09,2.3260527e-07
3.4381227e-08,5.5863424e-08,2.0619834e-06,1.1756892e-09,1.5815226e-07,0.9999976,3.0070757e-09,1.5924317e-07
5.5077094e-09,1.0520438e-08,4.1632578e-07,1.06421046e-10,1.3132663e-08,0.9999995,2.8878183e-10,1.3054221e-08
8.0095114e-10,1.8073e-09,2.8141264e-07,1.2150162e-11,1.4997797e-09,0.99999976,2.458542e-11,7.853275e-10
3.5459198e-09,1.0726178e-08,5.9183667e-06,1.1573776e-10,1.1294645e-08,0.99999404,1.8862137e-10,2.6866052e-09
4.1249697e-09,1.2973313e-08,0.00010259919,1.6576622e-10,2.043583e-08,0.99989736,1.7139101e-10,9.912717e-10
8.9484024e-11,1.152804e-10,1.5105496e-08,5.473748e-13,8.961281e-11,1.0,8.9341533e-13,5.6775886e-11
1.5158592e-09,2.0366315e-09,2.4488259e-08,1.702333e-11,2.2428515e-09,1.0,5.5006725e-11,7.841591e-09
1.5469301e-10,1.7800199e-10,1.3899492e-08,1.021543e-12,1.6479709e-10,1.0,1.7451034e-12,1.4180111e-10
1.7630948e-10,1.7009644e-10,1.0128939e-08,1.2207021e-12,2.0143778e-10,1.0,1.9226734e-12,2.2711676e-10
1.1854005e-10,1.1075397e-10,3.849927e-09,6.2813714e-13,1.267393e-10,1.0,9.925771e-13,1.8949804e-10
1.5985482e-10,1.4535001e-10,3.5084415e-09,9.235334e-13,1.9643512e-10,1.0,1.44555e-12,3.7699052e-10
6.074676e-11,5.543413e-11,1.3947421e-09,2.9127246e-13,5.6497505e-11,1.0,4.4380217e-13,1.228301e-10
2.9888064e-10,2.7648636e-10,3.8115315e-09,2.0782753e-12,4.5813875e-10,1.0,4.444428e-12,1.7092519e-09
3.3623926e-10,3.4940287e-10,4.9197943e-09,2.6167141e-12,5.427204e-10,1.0,5.7201297e-12,1.8333958e-09
4.8835547e-10,4.3334358e-10,5.5649343e-09,3.672408e-12,8.759961e-10,1.0,8.276815e-12,3.267727e-09
3.3553192e-08,1.6720684e-08,1.7375032e-07,5.2318627e-10,5.360233e-07,0.9999949,2.0909596e-09,4.4241287e-06
3.9506025e-09,2.5373568e-09,2.7181823e-08,3.5084113e-11,1.34145415e-08,0.9999999,9.458735e-11,6.584608e-08
5.930664e-08,2.114486e-08,2.59149e-07,6.916497e-10,1.0768156e-06,0.99999464,2.232183e-09,3.9370366e-06
2.0283622e-07,5.3222717e-08,6.5612664e-07,2.3770539e-09,8.528749e-06,0.9999664,8.811904e-09,2.4181974e-05
8.57944e-08,2.6108081e-08,2.9316774e-07,9.1301083e-10,1.9473396e-06,0.99999094,3.0529537e-09,6.7197348e-06
4.681542e-07,1.1000209e-07,1.2855404e-06,6.546546e-09,3.8476246e-05,0.99984324,2.6172975e-08,0.00011635231
1.6104883e-07,4.299239e-08,5.028801e-07,1.8113854e-09,5.4261977e-06,0.9999765,6.48541e-09,1.7458977e-05
4.0043906e-06,8.301204e-07,1.1855649e-05,6.2653754e-08,0.003076867,0.995968,2.0137155e-07,0.0009382205
4.1847333e-08,1.6654358e-08,1.4528746e-07,4.24857e-10,4.302644e-07,0.99999714,1.4829787e-09,2.2528855e-06
1.2344185e-06,2.5519986e-07,4.0177783e-06,1.6069679e-08,0.000232958,0.99961793,5.1573547e-08,0.00014356863
6.738054e-06,1.3539744e-06,1.8411638e-05,9.070943e-08,0.008632881,0.99047476,2.2569985e-07,0.000865662
4.6096847e-08,1.7327814e-08,1.7703182e-07,4.1282225e-10,4.9607155e-07,0.99999774,1.2709275e-09,1.568e-06
9.764019e-06,2.0798213e-06,3.2422224e-05,1.4331127e-07,0.022576842,0.9764015,2.9042837e-07,0.0009768471
7.919997e-07,1.8052995e-07,2.8639408e-06,7.2193314e-09,7.9607606e-05,0.99988973,1.8383629e-08,2.6751173e-05
1.87193e-05,4.2719334e-06,5.7344296e-05,3.6372222e-07,0.057555232,0.93853575,7.775036e-07,0.0038276152
2.637947e-05,7.550972e-06,0.00010967991,6.151253e-07,0.66750795,0.32878366,6.4888195e-07,0.0035634183
7.1998984e-06,1.5768622e-06,1.8289507e-05,1.2479225e-07,0.005674453,0.99242556,4.0770522e-07,0.0018724579
2.6723372e-05,6.6211383e-06,9.175877e-05,5.552695e-07,0.1556992,0.8394177,9.69983e-07,0.0047565023
2.2151375e-05,7.896855e-06,9.566196e-05,8.792033e-07,0.90694016,0.08299949,9.911012e-07,0.009932757
2.3838671e-05,5.8213404e-06,7.276186e-05,5.289309e-07,0.073903784,0.9199664,1.1986053e-06,0.0060256934
2.4658033e-05,7.2429734e-06,0.00011004028,5.7434687e-07,0.6894629,0.30790523,5.410164e-07,0.0024888548
2.1650278e-05,6.4749647e-06,8.813308e-05,5.630165e-07,0.8576296,0.13899325,5.478944e-07,0.0032598001
2.3166192e-05,6.9445177e-06,9.823126e-05,5.353041e-07,0.76905143,0.2283217,5.0912547e-07,0.0024974027
3.485621e-05,9.048634e-06,0.00012347598,6.9800655e-07,0.58028376,0.4160665,7.7026345e-07,0.0034808044
