,.,가다,동대문,따뜻하다,먹다,수제비,오늘
1.3059966e-10,1.3457352e-10,1.4180354e-10,2.3754885e-09,1.605192e-08,7.6226186e-08,3.3561405e-09,0.9999999
1.1720527e-10,1.1985983e-10,1.237644e-10,2.2569784e-09,1.38379095e-08,6.920091e-08,3.0700202e-09,0.9999999
1.5497591e-10,1.4968614e-10,1.4740595e-10,2.6037439e-09,1.39618255e-08,9.755876e-08,4.089129e-09,0.9999999
1.2049683e-10,1.2014892e-10,1.3503607e-10,2.0954576e-09,1.7136497e-08,6.139625e-08,2.8260456e-09,0.9999999
7.608402e-11,7.195279e-11,8.292321e-11,1.3260225e-09,1.2852477e-08,4.2648896e-08,1.6961605e-09,1.0
9.5455116e-11,9.033097e-11,1.0182214e-10,1.4583186e-09,1.3952534e-08,6.0505755e-08,2.245398e-09,0.9999999
9.670014e-11,9.1261124e-11,9.457041e-11,1.6263292e-09,1.1202713e-08,5.87268e-08,2.3574565e-09,1.0
1.0328684e-10,9.6038975e-11,9.156224e-11,1.8448243e-09,1.0029931e-08,5.9258902e-08,2.4098017e-09,1.0
1.086922e-10,1.032246e-10,9.767667e-11,2.2146804e-09,9.574771e-09,5.7247252e-08,2.6187754e-09,1.0
1.1893456e-10,1.1257492e-10,1.12310695e-10,1.7984044e-09,1.1941203e-08,8.1861e-08,3.136081e-09,0.9999999
1.01179204e-10,9.683394e-11,9.8802404e-11,1.7607531e-09,1.0966248e-08,6.322411e-08,2.714813e-09,0.9999999
9.9475955e-11,9.316124e-11,9.702306e-11,1.700099e-09,1.07952856e-08,6.2127434e-08,2.5909228e-09,0.9999999
1.586081e-10,1.662189e-10,2.05361e-10,2.6053633e-09,2.844005e-08,8.287589e-08,3.885565e-09,0.9999999
2.2019166e-10,2.3529223e-10,3.1408207e-10,3.1062442e-09,4.148878e-08,1.3191232e-07,6.05489e-09,0.9999999
2.3164702e-10,2.4671729e-10,3.3427486e-10,3.1716323e-09,5.0050456e-08,1.1836231e-07,5.4662577e-09,0.9999999
3.2801198e-10,3.557495e-10,4.790851e-10,4.29288e-09,6.191202e-08,1.6793197e-07,8.07212e-09,0.99999976
5.682432e-10,6.224561e-10,8.5134033e-10,6.161545e-09,9.592118e-08,3.2323211e-07,1.5196836e-08,0.9999995
5.2535793e-09,6.0716334e-09,7.02248e-09,2.4414884e-08,3.5783205e-07,9.520141e-06,1.6631249e-07,0.99999
5.6380756e-08,6.371606e-08,1.2480736e-07,1.1785146e-07,1.1556552e-05,8.118578e-05,9.519872e-07,0.99990594
1.5273287e-06,1.5810197e-06,5.2335386e-06,8.82486e-07,0.000318792,0.011208585,1.5401263e-05,0.98844796
4.298399e-06,3.689569e-06,1.6705673e-05,5.4334697e-07,0.00028599697,0.8722332,1.032186e-05,0.1274452
4.4342823e-07,7.382641e-07,2.292332e-06,7.2432556e-08,6.4444303e-06,0.9942364,1.058883e-06,0.005752621
4.2952192e-06,4.445694e-06,2.7826665e-05,1.9579277e-06,0.0028398496,0.05212855,2.9365963e-05,0.9449637
3.2848402e-07,3.2690832e-07,2.2170527e-06,2.5505951e-08,1.7646065e-05,0.99818206,3.428032e-07,0.0017969889
1.4832432e-08,1.6057305e-08,1.5472916e-07,2.3599508e-10,5.2536215e-08,0.9999995,1.0576808e-09,2.4443463e-07
1.7982178e-07,2.1845409e-07,1.5564394e-06,1.0837827e-08,7.4996337e-06,0.9995309,1.8721899e-07,0.00045940108
1.13362056e-07,9.894538e-08,1.1307599e-06,2.8202858e-09,2.002349e-06,0.9999871,1.987388e-08,9.51142e-06
6.5354673e-09,6.924917e-09,2.8632326e-07,7.0846426e-11,1.7178479e-08,0.99999964,2.0601379e-10,1.3845456e-08
2.91223e-09,2.981178e-09,2.0575808e-07,2.611639e-11,7.115486e-09,0.99999976,7.237588e-11,4.315473e-09
1.007502e-09,1.4733376e-09,1.8929562e-07,7.53923e-12,1.8171096e-09,0.99999976,1.9761573e-11,7.177667e-10
1.9560502e-09,3.3586347e-09,1.1033555e-06,2.0568765e-11,4.202552e-09,0.9999989,5.1803156e-11,9.948331e-10
1.2452496e-09,2.8966785e-09,4.52643e-06,1.483928e-11,3.0884189e-09,0.99999547,3.485777e-11,3.2466935e-10
7.265167e-09,2.523104e-08,0.00027572378,1.9827712e-10,3.245581e-08,0.9997242,3.2066583e-10,9.055415e-10
1.9036367e-08,8.931875e-08,0.0064999345,1.2140284e-09,1.3813458e-07,0.9934999,1.1668674e-09,1.3500496e-09
2.5123741e-08,1.5019889e-07,0.0060087354,2.2586584e-09,1.5683318e-07,0.99399096,1.7214622e-09,1.8280708e-09
1.9503146e-09,3.522495e-09,2.0871565e-07,2.8975168e-11,2.1554443e-09,0.99999976,5.1715434e-11,1.2691157e-09
2.0745071e-10,3.3476683e-10,1.4010431e-08,1.8913926e-12,2.1054444e-10,1.0,2.8100675e-12,2.0889282e-10
1.3009424e-10,1.8735463e-10,2.872412e-09,1.33183e-12,1.00002735e-10,1.0,1.6152996e-12,2.6065353e-10
5.1319848e-11,7.526807e-11,1.8106439e-09,3.469829e-13,3.829008e-11,1.0,4.075464e-13,6.90268e-11
1.9717188e-11,3.313117e-11,3.6664716e-09,1.27489e-13,1.3413039e-11,1.0,1.2844235e-13,8.720742e-12
5.186164e-11,9.1765914e-11,2.4047567e-08,4.283891e-13,4.708898e-11,1.0,4.604657e-13,1.8017502e-11
2.7566739e-11,3.8552727e-11,5.77538e-09,1.6294774e-13,2.1206455e-11,1.0,1.8223473e-13,1.1711518e-11
1.5172924e-11,1.9425465e-11,1.928064e-09,7.2724636e-14,9.707302e-12,1.0,7.703422e-14,7.099995e-12
2.6826463e-10,8.541085e-11,2.5989262e-09,3.652346e-12,7.341785e-11,1.0,1.7813869e-12,9.475946e-11
2.7239705e-11,3.5221766e-11,3.977603e-09,1.5338269e-13,1.9609812e-11,1.0,1.7098679e-13,1.277469e-11
1.9419834e-11,2.3138507e-11,1.3080865e-09,9.974807e-14,1.3008771e-11,1.0,1.09535326e-13,1.4383175e-11
2.1572438e-11,2.4676471e-11,6.560482e-10,1.3704e-13,1.42955725e-11,1.0,1.5098715e-13,3.3883167e-11
4.6061222e-10,1.3663358e-10,3.864177e-09,7.624348e-12,1.2048651e-10,1.0,3.3553037e-12,1.5950093e-10
2.8644597e-11,3.3343037e-11,7.313737e-10,1.7765508e-13,2.0149571e-11,1.0,2.0893115e-13,5.2075944e-11
5.243128e-10,1.5695144e-10,4.2474504e-09,8.213375e-12,1.4508522e-10,1.0,4.054609e-12,1.963868e-10
3.9661597e-11,4.4005674e-11,6.449207e-10,2.779479e-13,2.8586088e-11,1.0,3.847614e-13,1.1544345e-10
7.670127e-10,1.998336e-10,5.0995657e-09,1.0385928e-11,2.1993103e-10,1.0,6.218932e-12,3.3056075e-10
1.8910656e-11,2.2141839e-11,4.3897216e-10,1.0563224e-13,1.4121965e-11,1.0,1.3556387e-13,4.209668e-11
5.807135e-10,1.6663507e-10,4.306141e-09,9.2532e-12,1.5844967e-10,1.0,4.6384997e-12,2.3309812e-10
4.0710493e-10,1.1747453e-10,2.6082374e-09,5.7265048e-12,1.1033796e-10,1.0,3.141273e-12,1.9507716e-10
6.566892e-10,1.690253e-10,4.674504e-09,8.280099e-12,1.8464075e-10,1.0,4.914066e-12,2.6918723e-10
4.5058626e-10,1.2856854e-10,3.1518828e-09,6.604418e-12,1.2243549e-10,1.0,3.4694274e-12,1.9564765e-10
4.36864e-10,1.1539656e-10,2.7775824e-09,5.5166193e-12,1.1793251e-10,1.0,3.076687e-12,1.9832574e-10
3.7943385e-10,1.1060704e-10,2.6284133e-09,5.8777445e-12,1.0159654e-10,1.0,2.933489e-12,1.7299666e-10
5.554349e-10,1.503236e-10,3.5298469e-09,8.052241e-12,1.4759924e-10,1.0,4.2637747e-12,2.4529373e-10
4.9731064e-10,1.3536151e-10,3.539508e-09,6.997857e-12,1.338833e-10,1.0,3.5804124e-12,2.0276499e-10
3.9867076e-10,1.2018309e-10,3.2225682e-09,6.086434e-12,1.11768345e-10,1.0,3.0261462e-12,1.6382806e-10
4.1883583e-10,1.2706389e-10,3.4393683e-09,6.6975553e-12,1.1372761e-10,1.0,3.252413e-12,1.6127523e-10
5.981311e-10,1.5605742e-10,4.0073167e-09,7.881945e-12,1.6713067e-10,1.0,4.579059e-12,2.554439e-10
4.4177254e-10,1.2813034e-10,3.3548928e-09,6.6572837e-12,1.2167192e-10,1.0,3.4335232e-12,1.8176706e-10
5.4710536e-10,1.6804806e-10,4.0392933e-09,9.535974e-12,1.5195958e-10,1.0,4.7924377e-12,2.3175444e-10
5.441228e-10,1.6632166e-10,4.2304795e-09,1.0210508e-11,1.4632162e-10,1.0,4.646159e-12,2.1576317e-10
5.8459865e-10,1.725159e-10,4.1280215e-09,1.0044503e-11,1.5966256e-10,1.0,4.9555087e-12,2.4778454e-10
6.8666245e-10,2.1132293e-10,4.8080553e-09,1.3861136e-11,1.9528675e-10,1.0,6.4747994e-12,3.1261127e-10
6.266997e-10,1.8194743e-10,4.853887e-09,1.0135919e-11,1.7583159e-10,1.0,5.055908e-12,2.4187571e-10
7.333013e-10,2.0164537e-10,4.7471658e-09,1.24044655e-11,2.01113e-10,1.0,5.989753e-12,3.0906117e-10
5.7083976e-10,1.7046084e-10,4.0628834e-09,1.0586652e-11,1.5401382e-10,1.0,4.8924345e-12,2.4299565e-10
3.2355002e-10,1.02047294e-10,2.5596147e-09,6.526441e-12,8.452357e-11,1.0,2.6021017e-12,1.329385e-10
4.3952428e-10,1.3777983e-10,3.3201295e-09,9.724332e-12,1.1397843e-10,1.0,3.8854558e-12,1.7761029e-10
4.11654e-10,1.3028122e-10,3.036228e-09,9.094725e-12,1.0723224e-10,1.0,3.6627264e-12,1.7862506e-10
5.3348653e-10,1.6694875e-10,3.541831e-09,1.2094557e-11,1.4465251e-10,1.0,5.120611e-12,2.5994307e-10
6.5862343e-10,1.9658129e-10,4.1459574e-09,1.3018104e-11,1.8252791e-10,1.0,6.320843e-12,3.2622577e-10
5.4349836e-10,1.640701e-10,3.68387e-09,1.0228264e-11,1.5352197e-10,1.0,4.97202e-12,2.6400132e-10
5.458931e-10,1.6563975e-10,3.6907484e-09,1.0656404e-11,1.5156446e-10,1.0,5.0036906e-12,2.6217228e-10
7.6379947e-10,2.1921362e-10,4.781069e-09,1.4573162e-11,2.1890693e-10,1.0,7.488955e-12,3.8329703e-10
7.74076e-10,2.1849814e-10,4.7973283e-09,1.4437045e-11,2.2000025e-10,1.0,7.365906e-12,3.815974e-10
3.613753e-10,1.1392148e-10,2.641712e-09,6.7059023e-12,9.799222e-11,1.0,3.105914e-12,1.7123182e-10
7.256447e-10,1.9787913e-10,4.2551047e-09,1.1497161e-11,2.0521303e-10,1.0,6.315348e-12,3.6799988e-10
8.240452e-10,2.0557579e-10,4.081719e-09,1.2265585e-11,2.2745707e-10,1.0,7.373102e-12,4.5750218e-10
5.5785454e-10,1.5178143e-10,3.1096827e-09,8.4978405e-12,1.5254037e-10,1.0,4.7778253e-12,3.0599173e-10
5.3903126e-10,1.5421782e-10,3.1226397e-09,9.370957e-12,1.4740456e-10,1.0,4.8345876e-12,2.8922736e-10
