Num,Filename,Kor
4295,NIA_SL_SEN0938_REAL03_F.mp4,서울농아인협회 차내리다
4297,NIA_SL_SEN1387_REAL03_F.mp4,여의도 가다 원하다 방법
4298,NIA_SL_SEN0377_REAL03_F.mp4,도착 1시간 전
4299,NIA_SL_SEN0597_REAL03_F.mp4,손바닥찍다 도착
4300,NIA_SL_SEN0190_REAL03_F.mp4,좋다
4302,NIA_SL_SEN1505_REAL03_F.mp4,샛길 다음 차내리다
4303,NIA_SL_SEN0618_REAL03_F.mp4,고속터미널 가다 내리다
4304,NIA_SL_SEN0903_REAL03_F.mp4,에어컨 켜다
4305,NIA_SL_SEN1591_REAL03_F.mp4,경찰 곳 다음 여기
4307,NIA_SL_SEN0389_REAL03_F.mp4,엘리베이터 안내하다 도와주다
4308,NIA_SL_SEN1096_REAL03_F.mp4,카드 고장 사용 안되다
4309,NIA_SL_SEN0348_REAL03_F.mp4,불편하다 신고 곳
4310,NIA_SL_SEN1725_REAL03_F.mp4,보건소 곳 다음
4312,NIA_SL_SEN1360_REAL03_F.mp4,서울대학교 길 찾다 무엇
4313,NIA_SL_SEN1403_REAL03_F.mp4,영등포 곳 찾다 방법 무엇
4314,NIA_SL_SEN1278_REAL03_F.mp4,백화점 곳 다음 보다 내리다
4315,NIA_SL_SEN1448_REAL03_F.mp4,종로 찾다 가다 방법 무엇
4317,NIA_SL_SEN0596_REAL03_F.mp4,손바닥찍다 차내리다
4318,NIA_SL_SEN1069_REAL03_F.mp4,공기청정기 고장 불량
4319,NIA_SL_SEN1950_REAL03_F.mp4,영수증 원하다
4320,NIA_SL_SEN1510_REAL03_F.mp4,샛길 저기 다음 도착 차내리다
4322,NIA_SL_SEN1102_REAL03_F.mp4,에어컨 불량 잘 안되다
4323,NIA_SL_SEN1490_REAL03_F.mp4,군청 곳 다음 여기
4324,NIA_SL_SEN0161_REAL03_F.mp4,도착 알려주다
4325,NIA_SL_SEN0500_REAL03_F.mp4,뒤 엉덩이 들어올리다
4327,NIA_SL_SEN1643_REAL03_F.mp4,군청 곳 다음 차내리다
4328,NIA_SL_SEN1982_REAL03_F.mp4,빨리 접근 되다
4329,NIA_SL_SEN1588_REAL03_F.mp4,은행 저기 곳 다음 도착 내리다
4330,NIA_SL_SEN1721_REAL03_F.mp4,보건소 곳 다음 내리다
4332,NIA_SL_SEN0986_REAL03_F.mp4,청음회관 차내리다
4333,NIA_SL_SEN0850_REAL03_F.mp4,나사렛 내리다 오케이
4334,NIA_SL_SEN0640_REAL03_F.mp4,명동 가다
4335,NIA_SL_SEN1854_REAL03_F.mp4,좌회전 확인 맞다
4337,NIA_SL_SEN0620_REAL03_F.mp4,고속터미널 가다 차내리다
4338,NIA_SL_SEN0676_REAL03_F.mp4,학교 안 도착
4339,NIA_SL_SEN0794_REAL03_F.mp4,지금 내리다 맞다
4340,NIA_SL_SEN0142_REAL03_F.mp4,택시 곳 가깝다
4342,NIA_SL_SEN1316_REAL03_F.mp4,파리바게트 다음 저기 도착 내리다
4343,NIA_SL_SEN1592_REAL03_F.mp4,경찰 저기 곳 다음 내리다
4344,NIA_SL_SEN0001_REAL03_F.mp4,왼쪽
4345,NIA_SL_SEN0531_REAL03_F.mp4,영수증 받다
4347,NIA_SL_SEN0414_REAL03_F.mp4,명동 가다
4348,NIA_SL_SEN0735_REAL03_F.mp4,저기 내리다 맞다
4349,NIA_SL_SEN1994_REAL03_F.mp4,보청기 잃어버리다
4350,NIA_SL_SEN1693_REAL03_F.mp4,사거리 다음 차내리다
4352,NIA_SL_SEN0184_REAL03_F.mp4,실수하다
4353,NIA_SL_SEN0276_REAL03_F.mp4,병원 주차
4354,NIA_SL_SEN1958_REAL03_F.mp4,시계 찾다 실종
4355,NIA_SL_SEN1429_REAL03_F.mp4,이화여대 가다 목적 무엇 방법
4357,NIA_SL_SEN0176_REAL03_F.mp4,여기 있다
4358,NIA_SL_SEN1167_REAL03_F.mp4,공항 버스 곳 전 보다 도착 차내리다
4359,NIA_SL_SEN0222_REAL03_F.mp4,사거리 전 차내리다
4360,NIA_SL_SEN1480_REAL03_F.mp4,지하철 곳 다음 여기
4362,NIA_SL_SEN0561_REAL03_F.mp4,우회전 맞다
4363,NIA_SL_SEN0873_REAL03_F.mp4,서울농아인협회
4364,NIA_SL_SEN0972_REAL03_F.mp4,에어컨 끄다
4365,NIA_SL_SEN1339_REAL03_F.mp4,3 목적 길 무엇
4367,NIA_SL_SEN1966_REAL03_F.mp4,반지 찾다 실종
4368,NIA_SL_SEN1444_REAL03_F.mp4,종로 곳 가다 방법
4369,NIA_SL_SEN1628_REAL03_F.mp4,터널 다음 도착 차내리다
4370,NIA_SL_SEN1753_REAL03_F.mp4,경찰 저기 곳 다음 내리다
4372,NIA_SL_SEN1577_REAL03_F.mp4,언덕 저기 곳 다음 도착 내리다
4373,NIA_SL_SEN0947_REAL03_F.mp4,서대문농아인복지관 차내리다
4374,NIA_SL_SEN0635_REAL03_F.mp4,명동 차내리다
4375,NIA_SL_SEN1968_REAL03_F.mp4,반지 잃어버리다 실종
4377,NIA_SL_SEN1362_REAL03_F.mp4,서울대학교 길 찾다 방법
4378,NIA_SL_SEN0883_REAL03_F.mp4,서대문농아인복지관
4379,NIA_SL_SEN1727_REAL03_F.mp4,보건소 곳 다음 도착 내리다
4380,NIA_SL_SEN1634_REAL03_F.mp4,지하철 곳 다음 차내리다
4382,NIA_SL_SEN0835_REAL03_F.mp4,시청 차내리다
4383,NIA_SL_SEN1784_REAL03_F.mp4,가방 실종 잃어버리다
4384,NIA_SL_SEN1612_REAL03_F.mp4,신호등 다음 내리다
4385,NIA_SL_SEN1884_REAL03_F.mp4,아이 실종 잃어버리다
4387,NIA_SL_SEN0408_REAL03_F.mp4,역무원 부르다 나
4388,NIA_SL_SEN0275_REAL03_F.mp4,지하철 단말기터치 안되다
4389,NIA_SL_SEN0965_REAL03_F.mp4,천안아산역 내리다
4390,NIA_SL_SEN1772_REAL03_F.mp4,맞다
4392,NIA_SL_SEN1151_REAL03_F.mp4,카드 사용 불가능 안되다
4393,NIA_SL_SEN1466_REAL03_F.mp4,터널 다음 도착 내리다
4394,NIA_SL_SEN0566_REAL03_F.mp4,유턴 맞다
4395,NIA_SL_SEN0747_REAL03_F.mp4,기차 곳 차내리다 맞다
4397,NIA_SL_SEN0027_REAL03_F.mp4,위험
4398,NIA_SL_SEN0352_REAL03_F.mp4,시간 지연되다 몇분
4399,NIA_SL_SEN1919_REAL03_F.mp4,차밀리다 심하다
4400,NIA_SL_SEN1450_REAL03_F.mp4,종로 곳 가다 무엇 방법
4402,NIA_SL_SEN0398_REAL03_F.mp4,도착 곳 알려주다
4403,NIA_SL_SEN1615_REAL03_F.mp4,신호등 다음 곳
4404,NIA_SL_SEN1338_REAL03_F.mp4,3 곳 길 무엇
4405,NIA_SL_SEN0479_REAL03_F.mp4,카드 교환하다
4407,NIA_SL_SEN0968_REAL03_F.mp4,에어컨 끄다
4408,NIA_SL_SEN1611_REAL03_F.mp4,신호등 다음 내리다
4409,NIA_SL_SEN0020_REAL03_F.mp4,나
4410,NIA_SL_SEN0600_REAL03_F.mp4,손바닥찍다 가다
4412,NIA_SL_SEN0143_REAL03_F.mp4,버스 곳 가깝다
4413,NIA_SL_SEN1230_REAL03_F.mp4,택시 전 저기 내리다
4414,NIA_SL_SEN1836_REAL03_F.mp4,우회전 맞다
4415,NIA_SL_SEN0942_REAL03_F.mp4,서울농아인협회 가다
4417,NIA_SL_SEN0683_REAL03_F.mp4,샛길 저기 가다
4418,NIA_SL_SEN0945_REAL03_F.mp4,서대문농아인복지관 내리다
4419,NIA_SL_SEN0901_REAL03_F.mp4,에어컨
4420,NIA_SL_SEN0517_REAL03_F.mp4,학교 저기
4422,NIA_SL_SEN1504_REAL03_F.mp4,샛길 다음 차내리다
4423,NIA_SL_SEN1308_REAL03_F.mp4,우산 없다 잃어버리다
4424,NIA_SL_SEN0314_REAL03_F.mp4,은행 번호 필요
4425,NIA_SL_SEN1170_REAL03_F.mp4,공항 버스 전 곳 보다 도착 내리다
4427,NIA_SL_SEN1811_REAL03_F.mp4,지갑 실종
4428,NIA_SL_SEN0886_REAL03_F.mp4,서대문농아인복지관 차내리다
4429,NIA_SL_SEN0404_REAL03_F.mp4,내리다 곳 알려주다
4430,NIA_SL_SEN0779_REAL03_F.mp4,시청 차내리다 오케이
4432,NIA_SL_SEN0705_REAL03_F.mp4,학교 안 도착
4433,NIA_SL_SEN1757_REAL03_F.mp4,경찰 저기 곳 다음 도착 내리다
4434,NIA_SL_SEN1984_REAL03_F.mp4,접근 도착 가능
4435,NIA_SL_SEN1217_REAL03_F.mp4,스타벅스 곳 저기 전 도착 차내리다
4437,NIA_SL_SEN1222_REAL03_F.mp4,스타벅스 전 곳 차내리다
4438,NIA_SL_SEN0214_REAL03_F.mp4,어린이집 보다 차내리다
4439,NIA_SL_SEN0996_REAL03_F.mp4,엘리베이터 곳 무엇
4440,NIA_SL_SEN1766_REAL03_F.mp4,편지 저기 곳 다음
4442,NIA_SL_SEN0921_REAL03_F.mp4,난방
4443,NIA_SL_SEN1665_REAL03_F.mp4,샛길 다음 차내리다
4444,NIA_SL_SEN1483_REAL03_F.mp4,군청 곳 다음 차내리다
4445,NIA_SL_SEN0985_REAL03_F.mp4,청음회관 내리다
4447,NIA_SL_SEN0922_REAL03_F.mp4,따뜻하다 켜다
4448,NIA_SL_SEN1143_REAL03_F.mp4,단말기터치 불량 죽다
4449,NIA_SL_SEN0313_REAL03_F.mp4,은행 번호 받다
4450,NIA_SL_SEN0706_REAL03_F.mp4,학교 안 가다
4452,NIA_SL_SEN1390_REAL03_F.mp4,여의도 곳 무엇
4453,NIA_SL_SEN1852_REAL03_F.mp4,좌회전 맞다
4454,NIA_SL_SEN0816_REAL03_F.mp4,버스 곳 차내리다 맞다
4455,NIA_SL_SEN0621_REAL03_F.mp4,지름길 내리다 가다
4457,NIA_SL_SEN1635_REAL03_F.mp4,지하철 곳 다음 곳
4458,NIA_SL_SEN0781_REAL03_F.mp4,여기 맞다
4459,NIA_SL_SEN1995_REAL03_F.mp4,보청기 없다 잃어버리다
4460,NIA_SL_SEN1099_REAL03_F.mp4,에어컨 불량 안되다
4462,NIA_SL_SEN1687_REAL03_F.mp4,119 곳 저기 다음 도착 내리다
4463,NIA_SL_SEN1960_REAL03_F.mp4,시계 잃어버리다 실종
4464,NIA_SL_SEN1159_REAL03_F.mp4,에어컨 불량 안되다
4465,NIA_SL_SEN1637_REAL03_F.mp4,지하철 곳 다음 도착 내리다
4467,NIA_SL_SEN1947_REAL03_F.mp4,영수증 필요
4468,NIA_SL_SEN0180_REAL03_F.mp4,한달 누적사용 내역 보여주다
4469,NIA_SL_SEN0995_REAL03_F.mp4,엘리베이터 곳
4470,NIA_SL_SEN1452_REAL03_F.mp4,종로 목적 가다 무엇 방법
4472,NIA_SL_SEN1062_REAL03_F.mp4,자판기 사용 불가능
4473,NIA_SL_SEN1868_REAL03_F.mp4,사진기 사라지다 실종
4474,NIA_SL_SEN0634_REAL03_F.mp4,명동 내리다
4475,NIA_SL_SEN1359_REAL03_F.mp4,서울대학교 곳 찾다 무엇
4477,NIA_SL_SEN1461_REAL03_F.mp4,터널 다음 내리다
4478,NIA_SL_SEN1840_REAL03_F.mp4,우회전 확인 맞다
4479,NIA_SL_SEN0028_REAL03_F.mp4,위험
4480,NIA_SL_SEN1384_REAL03_F.mp4,여의도 곳 방법
4482,NIA_SL_SEN0881_REAL03_F.mp4,서울농아인협회 내리다 오케이
4483,NIA_SL_SEN0764_REAL03_F.mp4,건너다 오케이
4484,NIA_SL_SEN0341_REAL03_F.mp4,왜
4485,NIA_SL_SEN0633_REAL03_F.mp4,명동 내리다
4487,NIA_SL_SEN1876_REAL03_F.mp4,가방 실종 잃어버리다
4488,NIA_SL_SEN1465_REAL03_F.mp4,터널 다음 곳
4489,NIA_SL_SEN0726_REAL03_F.mp4,나사렛 전 도착 차내리다
4490,NIA_SL_SEN1673_REAL03_F.mp4,버스 곳 다음 내리다
4492,NIA_SL_SEN0742_REAL03_F.mp4,기차 곳 내리다 맞다
4493,NIA_SL_SEN0012_REAL03_F.mp4,가다 빨리
4494,NIA_SL_SEN0609_REAL03_F.mp4,서울역 가다 내리다
4495,NIA_SL_SEN0058_REAL03_F.mp4,돈받다 끝
4497,NIA_SL_SEN0056_REAL03_F.mp4,지금 카드 충전 가능
4498,NIA_SL_SEN1566_REAL03_F.mp4,보건소 곳 다음 도착 내리다
4499,NIA_SL_SEN1255_REAL03_F.mp4,맥도날드 보다 곳 다음 도착 내리다
4500,NIA_SL_SEN1570_REAL03_F.mp4,보건소 곳 다음 여기
4502,NIA_SL_SEN0805_REAL03_F.mp4,기차 곳 차내리다 맞다
4503,NIA_SL_SEN0405_REAL03_F.mp4,가다 빨리 방법
4504,NIA_SL_SEN1373_REAL03_F.mp4,송파 지하철 목적 길 가다 방법
4505,NIA_SL_SEN1113_REAL03_F.mp4,엘리베이터 불량 사용 불가능
4507,NIA_SL_SEN1743_REAL03_F.mp4,은행 저기 곳 다음 내리다
4508,NIA_SL_SEN0813_REAL03_F.mp4,버스 곳 내리다 맞다
4509,NIA_SL_SEN0975_REAL03_F.mp4,따뜻하다 끄다
4510,NIA_SL_SEN1842_REAL03_F.mp4,좌회전 맞다
4512,NIA_SL_SEN1742_REAL03_F.mp4,은행 저기 곳 다음 내리다
4513,NIA_SL_SEN1701_REAL03_F.mp4,대로 다음 내리다
4514,NIA_SL_SEN0254_REAL03_F.mp4,만나다 반갑다
4515,NIA_SL_SEN0767_REAL03_F.mp4,건너다 내리다 오케이
4517,NIA_SL_SEN0962_REAL03_F.mp4,청음회관 가다
4518,NIA_SL_SEN0181_REAL03_F.mp4,도움받다
4519,NIA_SL_SEN1075_REAL03_F.mp4,공기청정기 안되다 고장
4520,NIA_SL_SEN1815_REAL03_F.mp4,지갑 잃어버리다 실종
4522,NIA_SL_SEN1746_REAL03_F.mp4,은행 저기 곳 다음
4523,NIA_SL_SEN1311_REAL03_F.mp4,파리바게트 다음 저기 내리다
4524,NIA_SL_SEN0491_REAL03_F.mp4,단말기터치 다시
4525,NIA_SL_SEN1101_REAL03_F.mp4,에어컨 사용 불가능 안되다
4527,NIA_SL_SEN0015_REAL03_F.mp4,급하다
4528,NIA_SL_SEN0702_REAL03_F.mp4,학교 저기 가다
4529,NIA_SL_SEN1457_REAL03_F.mp4,종로 찾다 가다 길 방법
4530,NIA_SL_SEN0648_REAL03_F.mp4,손바닥찍다 가다 내리다
4532,NIA_SL_SEN1763_REAL03_F.mp4,편지 저기 곳 다음 내리다
4533,NIA_SL_SEN0387_REAL03_F.mp4,길 안내하다 도와주다
4534,NIA_SL_SEN1606_REAL03_F.mp4,편지 저기 곳 다음
4535,NIA_SL_SEN0690_REAL03_F.mp4,샛길 문 가다
4537,NIA_SL_SEN1882_REAL03_F.mp4,아이 사라지다 실종
4538,NIA_SL_SEN1939_REAL03_F.mp4,돈
4539,NIA_SL_SEN1622_REAL03_F.mp4,터널 다음 내리다
4540,NIA_SL_SEN0733_REAL03_F.mp4,저기 차내리다 맞다
4542,NIA_SL_SEN0712_REAL03_F.mp4,샛길 여기 가다
4543,NIA_SL_SEN0701_REAL03_F.mp4,학교 저기
4544,NIA_SL_SEN0238_REAL03_F.mp4,서울역 가다 목적 지하철 번호
4545,NIA_SL_SEN1059_REAL03_F.mp4,자판기 안되다
4547,NIA_SL_SEN0579_REAL03_F.mp4,나사렛 곳
4548,NIA_SL_SEN0439_REAL03_F.mp4,신호등 전 도착 내리다
4549,NIA_SL_SEN1517_REAL03_F.mp4,버스 곳 저기 다음 도착 내리다
4550,NIA_SL_SEN1624_REAL03_F.mp4,터널 다음 차내리다
4552,NIA_SL_SEN0894_REAL03_F.mp4,에어컨 켜다
4553,NIA_SL_SEN0580_REAL03_F.mp4,나사렛 가다
4554,NIA_SL_SEN1435_REAL03_F.mp4,이화여대 곳 목적 길 방법
4555,NIA_SL_SEN0804_REAL03_F.mp4,기차 곳 내리다 맞다
4557,NIA_SL_SEN0925_REAL03_F.mp4,한국농아인협회 내리다
4558,NIA_SL_SEN1519_REAL03_F.mp4,버스 곳 저기 다음 도착 차내리다
4559,NIA_SL_SEN0737_REAL03_F.mp4,저기 차내리다 맞다
4560,NIA_SL_SEN0011_REAL03_F.mp4,운전 빨리
4562,NIA_SL_SEN0285_REAL03_F.mp4,아이 실종 찾다 도움받다
4563,NIA_SL_SEN1698_REAL03_F.mp4,사거리 다음 도착 차내리다
4564,NIA_SL_SEN0304_REAL03_F.mp4,차따라가다
4565,NIA_SL_SEN1781_REAL03_F.mp4,가방 찾다 실종
4567,NIA_SL_SEN0774_REAL03_F.mp4,시청 차내리다
4568,NIA_SL_SEN0087_REAL03_F.mp4,택시 여기 되다
4569,NIA_SL_SEN0036_REAL03_F.mp4,만원
4570,NIA_SL_SEN1656_REAL03_F.mp4,병원 저기 다음 곳
4572,NIA_SL_SEN0573_REAL03_F.mp4,나사렛 내리다
4573,NIA_SL_SEN1648_REAL03_F.mp4,군청 곳 다음 도착 차내리다
4574,NIA_SL_SEN1451_REAL03_F.mp4,종로 찾다 가다 무엇 방법
4575,NIA_SL_SEN0338_REAL03_F.mp4,곳곳
4577,NIA_SL_SEN1800_REAL03_F.mp4,열쇠 실종 잃어버리다
4578,NIA_SL_SEN0731_REAL03_F.mp4,저기 내리다 맞다
4579,NIA_SL_SEN1946_REAL03_F.mp4,카드 되다
4580,NIA_SL_SEN1850_REAL03_F.mp4,좌회전 맞다
4582,NIA_SL_SEN0460_REAL03_F.mp4,물품보관 불량
4583,NIA_SL_SEN0868_REAL03_F.mp4,한국농아인협회 오케이
4584,NIA_SL_SEN0357_REAL03_F.mp4,조심
4585,NIA_SL_SEN0668_REAL03_F.mp4,지름길 가다 내리다
4587,NIA_SL_SEN1097_REAL03_F.mp4,에어컨 사용 안되다 고장
4588,NIA_SL_SEN0383_REAL03_F.mp4,트렁크열다 물건 나르다
4589,NIA_SL_SEN1174_REAL03_F.mp4,공항 버스 곳 전 보다 저기
4590,NIA_SL_SEN1013_REAL03_F.mp4,자판기 길 무엇
4592,NIA_SL_SEN0429_REAL03_F.mp4,여기 차내리다 맞다
4593,NIA_SL_SEN1700_REAL03_F.mp4,사거리 다음 여기
4594,NIA_SL_SEN0783_REAL03_F.mp4,여기 내리다 맞다
4595,NIA_SL_SEN1991_REAL03_F.mp4,접근 도착 되다
4597,NIA_SL_SEN1416_REAL03_F.mp4,영등포 길 찾다 길 무엇
4598,NIA_SL_SEN1666_REAL03_F.mp4,샛길 저기 다음 곳
4599,NIA_SL_SEN0639_REAL03_F.mp4,명동 곳
4600,NIA_SL_SEN0826_REAL03_F.mp4,건너다 오케이
4602,NIA_SL_SEN0981_REAL03_F.mp4,따뜻하다 끄다
4603,NIA_SL_SEN0788_REAL03_F.mp4,여기 내리다 맞다
4604,NIA_SL_SEN1089_REAL03_F.mp4,카드 불량 안되다
4605,NIA_SL_SEN0939_REAL03_F.mp4,서울농아인협회 도착
4607,NIA_SL_SEN0211_REAL03_F.mp4,약 보다 차내리다
4608,NIA_SL_SEN0970_REAL03_F.mp4,춥다 끄다
4609,NIA_SL_SEN1275_REAL03_F.mp4,백화점 다음 곳 저기 도착 차내리다
4610,NIA_SL_SEN1000_REAL03_F.mp4,약 무엇
4612,NIA_SL_SEN0293_REAL03_F.mp4,지하철 철로 핸드폰 떨어지다
4613,NIA_SL_SEN0506_REAL03_F.mp4,유리 올리다
4614,NIA_SL_SEN1197_REAL03_F.mp4,버스 곳 전 보다 내리다
4615,NIA_SL_SEN0776_REAL03_F.mp4,시청 차두다
4617,NIA_SL_SEN0109_REAL03_F.mp4,가능
4618,NIA_SL_SEN0323_REAL03_F.mp4,물건 잃어버리다 보관 곳곳
4619,NIA_SL_SEN1896_REAL03_F.mp4,핸드폰 없다 실종
4620,NIA_SL_SEN1749_REAL03_F.mp4,은행 저기 곳 다음 도착 차내리다
4622,NIA_SL_SEN1053_REAL03_F.mp4,물품보관 불량 죽다
4623,NIA_SL_SEN1888_REAL03_F.mp4,지갑 실종 잃어버리다
4624,NIA_SL_SEN1270_REAL03_F.mp4,백화점 다음 곳 저기 내리다
4625,NIA_SL_SEN1231_REAL03_F.mp4,택시 전 저기 내리다
4627,NIA_SL_SEN0630_REAL03_F.mp4,지름길 가다 차내리다
4628,NIA_SL_SEN1568_REAL03_F.mp4,보건소 곳 다음 도착 차내리다
4629,NIA_SL_SEN0786_REAL03_F.mp4,여기 차내리다 맞다
4630,NIA_SL_SEN1207_REAL03_F.mp4,스타벅스 저기 곳 전 저기
4632,NIA_SL_SEN0551_REAL03_F.mp4,좌회전 맞다
4633,NIA_SL_SEN1828_REAL03_F.mp4,우회전 맞다
4634,NIA_SL_SEN1200_REAL03_F.mp4,버스 곳 전 보다 차내리다
4635,NIA_SL_SEN0260_REAL03_F.mp4,계산 남다 돈주다
4637,NIA_SL_SEN0821_REAL03_F.mp4,건너다
4638,NIA_SL_SEN0806_REAL03_F.mp4,기차 곳 차내리다 맞다
4639,NIA_SL_SEN0857_REAL03_F.mp4,차 뒤 엉덩이 들어올리다
4640,NIA_SL_SEN1904_REAL03_F.mp4,카드 없다 실종
4642,NIA_SL_SEN1516_REAL03_F.mp4,버스 곳 저기 다음 곳
4643,NIA_SL_SEN1035_REAL03_F.mp4,돈주다 돈얼마
4644,NIA_SL_SEN1119_REAL03_F.mp4,물품보관 안되다
4645,NIA_SL_SEN1764_REAL03_F.mp4,편지 저기 곳 다음 차내리다
4647,NIA_SL_SEN0202_REAL03_F.mp4,역무원 부르다
4648,NIA_SL_SEN0148_REAL03_F.mp4,짐 없다
4649,NIA_SL_SEN0910_REAL03_F.mp4,에어컨 켜다
4650,NIA_SL_SEN0768_REAL03_F.mp4,건너다 차내리다 오케이
4652,NIA_SL_SEN1809_REAL03_F.mp4,지갑 잃어버리다
4653,NIA_SL_SEN0177_REAL03_F.mp4,곳 바꾸다
4654,NIA_SL_SEN0026_REAL03_F.mp4,말해주다 잘못
4655,NIA_SL_SEN1844_REAL03_F.mp4,좌회전 맞다
4657,NIA_SL_SEN0601_REAL03_F.mp4,서울역 내리다 가다
4658,NIA_SL_SEN0366_REAL03_F.mp4,1호 맞다
4659,NIA_SL_SEN1347_REAL03_F.mp4,서울대학교 가다 목적 가다 방법
4660,NIA_SL_SEN0538_REAL03_F.mp4,차 내리다
4662,NIA_SL_SEN1063_REAL03_F.mp4,자판기 불량 죽다
4663,NIA_SL_SEN1971_REAL03_F.mp4,노트북 없다 잃어버리다
4664,NIA_SL_SEN0762_REAL03_F.mp4,건너다 차내리다
4665,NIA_SL_SEN1872_REAL03_F.mp4,가방 없다 실종
4667,NIA_SL_SEN0060_REAL03_F.mp4,표 사다
4668,NIA_SL_SEN0461_REAL03_F.mp4,물품보관 고장
4669,NIA_SL_SEN1299_REAL03_F.mp4,이마트 곳 저기 다음 저기
4670,NIA_SL_SEN1442_REAL03_F.mp4,종로 찾다 가다 무엇
4672,NIA_SL_SEN1817_REAL03_F.mp4,카드 잃어버리다
4673,NIA_SL_SEN0365_REAL03_F.mp4,내리다 갈아타다 가능
4674,NIA_SL_SEN0586_REAL03_F.mp4,응급실 차내리다
4675,NIA_SL_SEN0629_REAL03_F.mp4,지름길 가다 내리다
4677,NIA_SL_SEN0485_REAL03_F.mp4,카드 다르다 또 없다
4678,NIA_SL_SEN0631_REAL03_F.mp4,명동 가다
4679,NIA_SL_SEN1846_REAL03_F.mp4,좌회전 확인 맞다
4680,NIA_SL_SEN0080_REAL03_F.mp4,여기 서울 지하철
4682,NIA_SL_SEN0912_REAL03_F.mp4,춥다 켜다
4683,NIA_SL_SEN1414_REAL03_F.mp4,영등포 길 찾다 길 방법
4684,NIA_SL_SEN1792_REAL03_F.mp4,아이 실종 잃어버리다
4685,NIA_SL_SEN1364_REAL03_F.mp4,송파 지하철 곳 방법 무엇
4687,NIA_SL_SEN1462_REAL03_F.mp4,터널 다음 내리다
4688,NIA_SL_SEN1285_REAL03_F.mp4,백화점 곳 다음 보다 도착 내리다
4689,NIA_SL_SEN1769_REAL03_F.mp4,편지 저기 곳 다음 도착 차내리다
4690,NIA_SL_SEN0037_REAL03_F.mp4,택시 기본 오천원
4692,NIA_SL_SEN1702_REAL03_F.mp4,대로 다음 내리다
4693,NIA_SL_SEN0034_REAL03_F.mp4,오천원
4694,NIA_SL_SEN0951_REAL03_F.mp4,서대문농아인복지관 곳
4695,NIA_SL_SEN0380_REAL03_F.mp4,도착 시간 딱
4697,NIA_SL_SEN0156_REAL03_F.mp4,설명 다시
4698,NIA_SL_SEN1999_REAL03_F.mp4,끝
4699,NIA_SL_SEN1026_REAL03_F.mp4,의자 곳 무엇
4700,NIA_SL_SEN1393_REAL03_F.mp4,여의도 가다 무엇
4702,NIA_SL_SEN1737_REAL03_F.mp4,언덕 저기 곳 다음 도착 내리다
4703,NIA_SL_SEN0321_REAL03_F.mp4,지하철 가다 빨리 방법
4704,NIA_SL_SEN0273_REAL03_F.mp4,지하철 갈아타다 몇호
4705,NIA_SL_SEN0084_REAL03_F.mp4,여기 1호 되다
4707,NIA_SL_SEN0666_REAL03_F.mp4,지름길 목적 가다
4708,NIA_SL_SEN0684_REAL03_F.mp4,샛길 저기 곳
4709,NIA_SL_SEN1619_REAL03_F.mp4,신호등 다음 도착 차내리다
4710,NIA_SL_SEN0818_REAL03_F.mp4,버스 곳 내리다 맞다
4712,NIA_SL_SEN1775_REAL03_F.mp4,필요없다
4713,NIA_SL_SEN1920_REAL03_F.mp4,차밀리다 괜찮다
4714,NIA_SL_SEN1010_REAL03_F.mp4,은행 길
4715,NIA_SL_SEN0349_REAL03_F.mp4,핸드폰 잃어버리다 찾다
4717,NIA_SL_SEN1190_REAL03_F.mp4,버스 전 곳 저기 내리다
4718,NIA_SL_SEN0364_REAL03_F.mp4,내리다 갈아타다 가능
4719,NIA_SL_SEN1164_REAL03_F.mp4,에어컨 사용 잘 안되다
4720,NIA_SL_SEN1232_REAL03_F.mp4,택시 전 저기 차내리다
4722,NIA_SL_SEN1128_REAL03_F.mp4,자판기 고장
4723,NIA_SL_SEN0052_REAL03_F.mp4,어린이교통카드 되다
4724,NIA_SL_SEN1125_REAL03_F.mp4,물품보관 안되다 죽다
4725,NIA_SL_SEN0123_REAL03_F.mp4,9호 갈아타다 목적
4727,NIA_SL_SEN1436_REAL03_F.mp4,이화여대 길 목적 길 방법
4728,NIA_SL_SEN1289_REAL03_F.mp4,이마트 곳 저기 다음 내리다
4729,NIA_SL_SEN0662_REAL03_F.mp4,지름길 내리다 가다
4730,NIA_SL_SEN1021_REAL03_F.mp4,편의점 곳곳
4732,NIA_SL_SEN1670_REAL03_F.mp4,샛길 저기 다음 도착 차내리다
4733,NIA_SL_SEN0040_REAL03_F.mp4,택시 기본 만원
4734,NIA_SL_SEN0459_REAL03_F.mp4,화장실 뼈곳
4735,NIA_SL_SEN1072_REAL03_F.mp4,공기청정기 사용 안되다 불량
4737,NIA_SL_SEN1117_REAL03_F.mp4,물품보관 불량
4738,NIA_SL_SEN1354_REAL03_F.mp4,서울대학교 목적 가다 길 무엇
4739,NIA_SL_SEN0854_REAL03_F.mp4,차 뒤 트렁크열다
4740,NIA_SL_SEN0111_REAL03_F.mp4,안되다
4742,NIA_SL_SEN1303_REAL03_F.mp4,이마트 다음 곳 차내리다
4743,NIA_SL_SEN1567_REAL03_F.mp4,보건소 곳 다음 도착 내리다
4744,NIA_SL_SEN1463_REAL03_F.mp4,터널 다음 차내리다
4745,NIA_SL_SEN0392_REAL03_F.mp4,물건 잃어버리다 찾다 방법
